,price,total_square,rooms,floor
73409,45000000,96.0,2.0,4.0
73410,6400000,29.7,1.0,5.0
73411,26672343,76.1,3.0,43.0
73412,8500000,35.1,1.0,9.0
73413,130000000,240.0,6.0,10.0
73414,40017450,101.31,3.0,6.0
73416,12539800,67.6,3.0,5.0
73417,13800000,35.7,1.0,1.0
73418,17499000,45.0,2.0,4.0
73420,44500000,68.8,2.0,5.0
73421,21499000,59.7,2.0,5.0
73422,14300000,31.9,2.0,4.0
73423,7980000,21.0,1.0,2.0
73424,26361012,81.77,3.0,18.0
73425,19500000,56.0,2.0,8.0
73426,21500000,62.5,2.0,23.0
73427,10621554,36.9,2.0,7.0
73428,14527419,51.2,2.0,8.0
73429,10510448,26.0,1.0,36.0
73430,17449000,84.0,3.0,4.0
73431,11900000,56.5,2.0,14.0
73432,30900000,107.0,4.0,5.0
73433,19909388,32.0,1.0,3.0
73434,33255424,76.0,3.0,42.0
73435,18900000,78.0,3.0,9.0
73436,41000000,120.2,3.0,11.0
73437,20597422,41.0,2.0,32.0
73438,10450000,43.0,2.0,2.0
73439,8617924,28.7,1.0,17.0
73440,10000000,40.1,1.0,6.0
73441,10790000,60.0,2.0,14.0
73442,13500000,76.5,3.0,12.0
73443,14000000,71.0,3.0,6.0
73444,14657050,43.3,1.0,12.0
73445,11550000,59.3,3.0,6.0
73446,7000000,38.4,1.0,7.0
73447,10950000,52.4,1.0,20.0
73448,12200000,57.9,3.0,9.0
73449,31000000,95.0,3.0,18.0
73450,110000000,155.0,3.0,15.0
73451,25933080,65.82,2.0,13.0
73452,12850000,56.0,2.0,12.0
73453,14000000,58.3,3.0,1.0
73454,22000000,37.0,1.0,22.0
73455,14896522,79.97,3.0,10.0
73456,7825662,41.34,1.0,5.0
73457,23744225,42.8,1.0,14.0
73458,12500000,53.0,2.0,7.0
73459,10250000,64.0,2.0,16.0
73460,73000000,130.0,3.0,8.0
73461,7650000,30.5,1.0,1.0
73462,7526798,24.0,1.0,8.0
73463,6500000,33.0,1.0,4.0
73464,58763250,143.5,4.0,23.0
73465,15900000,30.0,1.0,24.0
73466,152111278,279.5,5.0,3.0
73467,14372940,42.0,1.0,20.0
73468,30263000,75.47,3.0,4.0
73470,93600000,156.0,4.0,4.0
73471,13722642,68.8,3.0,9.0
73472,48369999,91.13,3.0,9.0
73473,8250000,60.0,2.0,7.0
73474,16548000,58.6,2.0,15.0
73475,9400000,51.0,2.0,15.0
73476,16950000,39.2,1.0,6.0
73477,12300000,50.6,2.0,7.0
73478,20113123,71.1,3.0,9.0
73479,41414000,76.6,1.0,6.0
73480,56877004,112.0,6.0,15.0
73481,11846939,82.4,2.0,3.0
73482,26094998,44.0,1.0,39.0
73483,88700000,460.0,4.0,1.0
73484,39900000,115.0,3.0,7.0
73485,24500000,54.0,2.0,36.0
73486,17900000,64.5,3.0,16.0
73487,8600000,37.5,1.0,7.0
73488,1100000000,1000.0,5.0,11.0
73489,121695296,167.3,4.0,19.0
73490,5790000,42.0,1.0,1.0
73491,35770000,77.2,3.0,8.0
73493,31343616,85.92,3.0,37.0
73494,20680000,82.0,3.0,8.0
73495,13500000,90.0,3.0,13.0
73496,5500000,36.0,1.0,5.0
73497,6150000,30.0,1.0,1.0
73498,34000000,153.7,4.0,9.0
73499,10700000,51.7,2.0,10.0
73500,18900000,68.7,3.0,12.0
73501,24674000,84.5,4.0,8.0
73502,13200000,94.3,3.0,5.0
73503,9303480,26.0,1.0,9.0
73504,12800000,47.0,1.0,8.0
73505,16400000,57.0,2.0,3.0
73507,6750000,32.8,1.0,2.0
73508,13300000,37.7,2.0,7.0
73509,19249783,43.19,1.0,33.0
73510,7562712,24.0,1.0,11.0
73511,36119220,86.7,4.0,33.0
73512,13450000,37.0,1.0,7.0
73513,10700000,39.0,1.0,12.0
73514,7300000,39.0,1.0,13.0
73515,29500488,52.0,2.0,33.0
73516,15091785,55.0,2.0,9.0
73517,15680000,73.0,3.0,6.0
73518,13035020,52.39,3.0,14.0
73519,15905617,41.1,1.0,28.0
73520,29000000,60.0,2.0,8.0
73521,8000000,50.9,2.0,3.0
73522,19000000,63.1,3.0,7.0
73523,23900000,67.7,2.0,4.0
73524,11000000,33.0,1.0,8.0
73526,23357400,66.0,2.0,8.0
73527,17400000,65.9,2.0,16.0
73528,12820319,34.0,1.0,43.0
73529,27200000,78.0,3.0,4.0
73530,4850000,31.7,1.0,4.0
73531,12998251,39.8,2.0,9.0
73532,13500000,44.7,2.0,10.0
73533,7452542,24.0,1.0,6.0
73534,13400000,44.3,2.0,3.0
73535,17400000,59.9,2.0,17.0
73536,19839876,63.0,2.0,10.0
73537,14590000,53.5,2.0,4.0
73538,14500000,59.3,2.0,11.0
73539,12600000,43.0,1.0,5.0
73540,13300000,54.5,2.0,8.0
73543,70240770,137.7,4.0,12.0
73544,82500000,184.0,4.0,5.0
73545,7766420,28.7,1.0,9.0
73546,139971330,327.0,5.0,16.0
73547,9000000,38.8,1.0,17.0
73548,13400000,59.0,3.0,3.0
73549,11500000,47.1,2.0,9.0
73550,10000000,66.5,2.0,8.0
73552,23000000,58.0,2.0,5.0
73553,42762480,101.6,3.0,23.0
73554,10000000,43.0,1.0,20.0
73555,9900000,58.0,2.0,8.0
73556,169000000,183.0,4.0,3.0
73558,9200000,40.0,1.0,11.0
73559,12300000,40.3,2.0,1.0
73560,14000000,36.0,1.0,4.0
73561,7300000,42.0,2.0,1.0
73562,13900000,28.3,1.0,13.0
73563,8500000,39.2,1.0,18.0
73564,8733312,34.0,1.0,21.0
73565,12783105,32.9,1.0,16.0
73566,17530000,47.0,2.0,3.0
73567,8800000,31.0,1.0,8.0
73568,12500000,52.3,2.0,10.0
73569,23500000,68.0,2.0,2.0
73570,16973000,88.4,3.0,7.0
73571,18069100,58.0,2.0,17.0
73572,62700000,104.7,4.0,3.0
73573,20777400,67.9,2.0,7.0
73574,28080700,104.9,3.0,16.0
73575,8000000,44.0,1.0,18.0
73576,12900000,54.0,2.0,2.0
73577,9311040,24.4,1.0,26.0
73578,11350000,37.1,2.0,2.0
73579,5684800,28.98,1.0,1.0
73580,19521388,78.7,4.0,6.0
73581,9000000,56.5,2.0,6.0
73582,15700000,47.6,2.0,5.0
73583,11050000,38.0,1.0,20.0
73584,54870900,153.7,4.0,6.0
73585,11350000,47.9,2.0,3.0
73586,15914580,41.5,1.0,21.0
73587,35000000,56.0,2.0,3.0
73588,11890000,58.1,3.0,8.0
73589,19999999,48.2,2.0,17.0
73590,22650000,36.0,2.0,3.0
73591,28000000,84.1,3.0,19.0
73592,60425000,72.95,2.0,10.0
73593,17344947,59.3,2.0,7.0
73594,4750000,30.0,1.0,2.0
73595,7300000,53.6,2.0,6.0
73596,9139200,25.6,1.0,22.0
73597,6117450,24.0,1.0,3.0
73598,13768518,41.6,1.0,33.0
73599,19854111,76.8,3.0,10.0
73600,7200000,60.3,2.0,14.0
73601,22700000,47.0,1.0,3.0
73602,15593719,74.4,3.0,8.0
73603,10900000,32.9,1.0,2.0
73604,22500000,90.0,3.0,18.0
73605,10329379,61.6,2.0,1.0
73606,17900000,56.0,2.0,13.0
73607,8800000,53.64,1.0,21.0
73608,22300000,97.6,4.0,2.0
73609,27000000,122.0,2.0,2.0
73610,15979013,63.5,2.0,18.0
73611,15500000,61.5,2.0,7.0
73612,12600000,44.3,2.0,3.0
73613,14372940,42.1,1.0,20.0
73614,16500000,37.0,1.0,29.0
73615,22900000,56.9,2.0,18.0
73616,16183800,49.0,2.0,18.0
73618,28950000,95.0,3.0,11.0
73619,725635200,750.0,6.0,15.0
73621,14800000,64.0,3.0,2.0
73622,16900000,92.2,3.0,7.0
73623,9831110,43.1,1.0,2.0
73624,12000000,64.7,2.0,7.0
73625,14500000,43.6,2.0,10.0
73626,12604000,68.5,2.0,5.0
73627,14100468,62.76,3.0,2.0
73628,36990000,82.5,4.0,9.0
73629,5760947,34.39,1.0,19.0
73631,96751360,205.2,5.0,25.0
73633,9500000,64.0,2.0,14.0
73634,6000000,34.0,1.0,16.0
73635,7200000,45.7,1.0,13.0
73636,24295000,68.3,2.0,2.0
73637,10750000,43.0,1.0,18.0
73638,250948840,415.0,6.0,5.0
73639,13300000,57.4,3.0,5.0
73640,12940000,67.6,2.0,9.0
73641,16250000,80.1,3.0,1.0
73642,20900000,111.1,3.0,15.0
73643,9990000,60.0,3.0,1.0
73644,15000000,59.5,2.0,5.0
73645,18340000,38.0,1.0,4.0
73646,9863816,23.9,1.0,24.0
73647,9620262,36.0,1.0,28.0
73648,5500000,45.2,1.0,18.0
73649,18933504,89.0,3.0,24.0
73650,14500000,48.8,1.0,6.0
73651,27000000,72.0,3.0,21.0
73652,12000000,38.0,2.0,1.0
73653,21400000,80.4,3.0,9.0
73654,7700000,38.4,1.0,3.0
73655,27339196,98.0,3.0,6.0
73656,13446000,62.0,2.0,8.0
73657,34296500,119.5,3.0,13.0
73658,4390000,25.5,1.0,1.0
73659,8400000,38.4,1.0,10.0
73660,62000000,112.0,3.0,6.0
73661,12836995,38.0,2.0,7.0
73662,5800000,30.0,1.0,6.0
73663,13225602,49.0,2.0,26.0
73664,5999999,37.9,1.0,7.0
73665,9400000,37.7,1.0,15.0
73666,13313915,79.0,3.0,8.0
73667,19658230,68.7,3.0,3.0
73668,19960000,51.2,2.0,2.0
73669,12760000,55.0,2.0,10.0
73670,13499000,38.5,1.0,10.0
73671,13170500,35.5,1.0,19.0
73672,8000000,35.0,1.0,4.0
73673,14496500,36.7,1.0,10.0
73674,8799999,37.2,1.0,10.0
73675,10250000,47.0,2.0,3.0
73676,20821392,43.0,2.0,29.0
73677,25990000,109.0,4.0,6.0
73678,14900000,87.3,3.0,17.0
73679,13160186,37.3,1.0,29.0
73680,33631878,102.0,3.0,4.0
73681,5590000,37.5,1.0,7.0
73682,9950000,48.1,1.0,4.0
73683,7600000,40.4,1.0,10.0
73684,48277257,94.6,3.0,3.0
73685,22700000,64.9,3.0,1.0
73686,130000000,211.0,4.0,6.0
73687,13564425,27.4,1.0,33.0
73689,20169500,37.7,1.0,17.0
73690,54249456,103.0,3.0,14.0
73691,7451629,38.08,1.0,11.0
73692,16250000,60.0,2.0,6.0
73693,12000000,46.0,2.0,6.0
73694,14500000,50.4,2.0,6.0
73695,18900000,42.0,1.0,31.0
73696,12500000,59.9,2.0,4.0
73697,19570856,64.0,2.0,9.0
73698,13800000,50.0,2.0,8.0
73699,14455000,41.0,1.0,18.0
73700,47321728,103.0,3.0,42.0
73701,47425400,118.49,2.0,2.0
73702,9301353,24.0,1.0,18.0
73703,23000000,118.2,5.0,7.0
73704,8299000,52.5,2.0,4.0
73705,25999000,77.0,3.0,19.0
73706,9200000,52.0,3.0,3.0
73707,8990000,30.4,1.0,5.0
73708,15500000,87.4,3.0,21.0
73709,18500000,66.0,3.0,8.0
73710,606952000,601.2,6.0,4.0
73711,17588284,62.0,3.0,9.0
73712,10873260,26.0,1.0,19.0
73713,23829124,62.1,2.0,8.0
73714,6200000,34.0,1.0,11.0
73715,11269338,37.9,1.0,3.0
73716,9250000,44.8,1.0,12.0
73717,72462720,113.0,3.0,35.0
73718,16433061,42.1,1.0,17.0
73719,14264665,57.0,2.0,2.0
73720,28000000,60.2,2.0,10.0
73721,11000000,31.0,1.0,9.0
73722,28990000,83.0,3.0,18.0
73723,18300000,96.5,4.0,1.0
73724,12500000,52.1,2.0,3.0
73725,133420000,140.0,3.0,2.0
73726,12500000,47.0,2.0,4.0
73727,12998000,45.2,2.0,10.0
73728,14200000,31.8,1.0,1.0
73731,56712010,138.5,3.0,2.0
73732,8900000,37.9,2.0,10.0
73733,12000000,52.1,2.0,3.0
73734,18299000,64.0,3.0,4.0
73735,170000000,266.7,6.0,9.0
73736,20000000,80.0,3.0,5.0
73737,13109444,37.96,2.0,15.0
73738,15299000,65.0,3.0,5.0
73739,25900000,72.6,2.0,6.0
73740,14516492,66.6,3.0,25.0
73741,13500000,65.8,4.0,2.0
73742,155000000,170.0,5.0,9.0
73743,15332313,56.0,2.0,21.0
73744,17000000,40.0,2.0,8.0
73745,161368000,188.9,4.0,1.0
73746,12950000,85.0,3.0,1.0
73747,10500000,54.0,2.0,11.0
73748,12650000,51.0,2.0,14.0
73749,55534500,82.0,3.0,30.0
73750,78016815,76.61,2.0,8.0
73752,6500000,41.1,1.0,4.0
73753,18000000,37.1,2.0,9.0
73754,10590000,30.7,1.0,2.0
73755,13400000,44.0,2.0,2.0
73756,25074816,59.0,2.0,41.0
73757,15110500,64.3,2.0,14.0
73758,9139732,26.0,1.0,30.0
73759,6500000,34.5,1.0,2.0
73760,10091715,24.8,1.0,16.0
73761,9150000,29.9,1.0,3.0
73762,15499000,74.1,3.0,1.0
73763,21338240,70.0,3.0,13.0
73764,85000000,88.0,2.0,3.0
73765,22856600,59.3,2.0,2.0
73766,16891315,37.36,1.0,6.0
73767,12450000,54.5,3.0,1.0
73768,85000000,136.9,4.0,10.0
73769,16300000,54.0,2.0,7.0
73770,175340000,159.4,5.0,12.0
73771,30384875,84.5,3.0,2.0
73772,10600000,54.8,2.0,4.0
73773,19900000,47.0,2.0,9.0
73774,30000000,50.0,2.0,18.0
73775,21730680,70.6,3.0,19.0
73776,8412558,33.4,1.0,15.0
73777,12000000,38.4,1.0,14.0
73778,10200000,60.3,2.0,11.0
73779,14170387,66.0,2.0,17.0
73780,12500000,36.6,1.0,12.0
73781,24900000,75.0,3.0,4.0
73782,23800000,80.0,3.0,22.0
73783,49900000,160.3,5.0,2.0
73784,20491094,50.8,1.0,2.0
73785,18200000,102.0,3.0,19.0
73786,47425400,118.49,4.0,2.0
73787,33595326,65.4,2.0,4.0
73788,7900000,61.1,2.0,8.0
73789,42700000,81.5,3.0,10.0
73790,17950000,37.9,2.0,3.0
73791,20820000,39.19,1.0,9.0
73792,117915720,175.0,5.0,7.0
73793,10800000,37.9,2.0,3.0
73794,10500000,50.0,2.0,6.0
73795,14500000,63.0,3.0,3.0
73796,14286402,43.3,1.0,9.0
73797,5300000,32.6,1.0,2.0
73798,5900000,35.0,1.0,8.0
73799,13739271,49.0,2.0,14.0
73800,31326528,85.49,3.0,12.0
73801,20500000,73.5,3.0,5.0
73802,16000000,27.0,1.0,3.0
73803,10500000,59.0,3.0,8.0
73804,12500000,60.4,2.0,10.0
73805,12500000,51.0,2.0,7.0
73806,49321592,100.0,3.0,40.0
73807,82000000,160.0,4.0,14.0
73808,13937870,58.8,3.0,19.0
73809,7850000,43.0,1.0,7.0
73810,30000000,97.0,3.0,6.0
73811,34471904,62.9,2.0,11.0
73812,16500000,71.5,2.0,5.0
73813,182403000,334.0,5.0,3.0
73814,24000000,35.0,1.0,1.0
73815,12000000,43.0,2.0,5.0
73816,22141560,60.2,2.0,3.0
73817,19801064,99.0,4.0,12.0
73818,9350000,33.2,1.0,2.0
73819,96000000,119.2,4.0,3.0
73820,9550000,46.0,1.0,8.0
73821,11200000,45.0,1.0,8.0
73822,8900000,63.1,3.0,1.0
73823,67000000,146.0,3.0,11.0
73824,5000000,40.2,2.0,2.0
73825,15927300,46.0,2.0,23.0
73826,8990000,59.7,3.0,2.0
73827,12099000,88.0,3.0,8.0
73828,16904190,47.1,2.0,8.0
73829,9950000,47.0,2.0,25.0
73830,19345000,58.4,2.0,8.0
73831,15000000,70.4,3.0,16.0
73832,18490000,77.8,3.0,4.0
73833,76500000,88.2,3.0,6.0
73834,18500000,79.0,3.0,4.0
73835,94000000,110.0,3.0,10.0
73836,80000000,144.0,3.0,7.0
73837,13550000,63.2,2.0,16.0
73839,6250000,34.8,1.0,6.0
73840,33500000,96.8,3.0,2.0
73841,12000000,40.5,2.0,5.0
73842,12150000,55.0,3.0,5.0
73843,9500000,39.6,1.0,21.0
73844,41104800,69.2,3.0,2.0
73845,10200000,43.0,1.0,14.0
73846,14200000,73.0,3.0,10.0
73847,17950000,56.0,3.0,5.0
73848,17045471,44.95,2.0,23.0
73849,14200000,80.8,3.0,2.0
73851,11393296,40.1,1.0,9.0
73852,14396317,62.89,3.0,10.0
73853,18675540,97.5,3.0,24.0
73854,14200000,38.0,2.0,1.0
73855,10620000,41.5,1.0,21.0
73856,12900000,65.0,2.0,3.0
73857,21500000,44.22,1.0,24.0
73858,12400000,45.0,2.0,6.0
73859,33232440,65.2,2.0,20.0
73860,46900000,102.0,4.0,6.0
73861,30191428,88.0,3.0,17.0
73862,57921314,111.43,2.0,3.0
73863,9300000,62.0,2.0,2.0
73864,14000000,61.0,2.0,9.0
73865,11024252,47.99,2.0,10.0
73866,37700000,90.0,2.0,28.0
73867,8260000,55.3,2.0,5.0
73868,89000000,212.0,6.0,8.0
73869,122724000,194.8,4.0,15.0
73870,11256132,40.2,2.0,11.0
73871,9800000,44.6,2.0,1.0
73872,13392500,48.7,2.0,1.0
73873,32929924,85.16,3.0,14.0
73874,13200000,47.3,2.0,2.0
73875,29990000,53.4,2.0,13.0
73877,41000000,88.9,4.0,4.0
73878,17000000,51.6,2.0,5.0
73879,27900000,105.0,3.0,5.0
73881,17500000,72.5,2.0,11.0
73882,16450895,54.9,3.0,12.0
73883,28800000,51.7,2.0,2.0
73884,34983450,86.7,4.0,27.0
73885,31678000,71.9,3.0,2.0
73886,20500000,83.0,2.0,6.0
73887,38622250,81.31,2.0,47.0
73888,8200000,33.2,1.0,1.0
73889,21000000,83.0,3.0,12.0
73890,13000000,54.1,2.0,13.0
73891,13999000,28.1,1.0,16.0
73892,15503000,41.9,1.0,19.0
73893,65900000,100.0,4.0,5.0
73894,6500000,46.6,2.0,2.0
73895,54984375,127.45,3.0,14.0
73896,8100000,36.0,2.0,14.0
73897,57000000,87.0,3.0,2.0
73898,16900000,40.0,1.0,8.0
73899,19900000,73.0,2.0,2.0
73900,13500000,56.0,2.0,18.0
73901,13900000,32.0,1.0,3.0
73902,9600000,34.9,1.0,24.0
73903,12800000,57.9,3.0,9.0
73904,6000000,44.0,2.0,4.0
73905,20500000,50.1,1.0,3.0
73906,15150000,65.0,2.0,19.0
73907,6150000,38.8,1.0,11.0
73908,12380000,58.0,2.0,4.0
73909,24684692,66.78,2.0,31.0
73910,8600000,46.0,2.0,5.0
73911,45000000,110.0,2.0,28.0
73912,16500000,60.6,2.0,3.0
73913,5700000,40.1,2.0,8.0
73914,5300000,31.0,1.0,2.0
73915,16200000,54.0,2.0,2.0
73916,44000000,150.0,3.0,14.0
73917,9500000,40.2,1.0,15.0
73918,18200000,62.0,2.0,5.0
73919,8200000,54.0,2.0,4.0
73920,17197550,52.0,2.0,2.0
73922,23388040,83.0,4.0,25.0
73923,33229020,73.0,2.0,21.0
73924,11999000,39.0,2.0,9.0
73925,10600000,54.0,2.0,7.0
73926,9280000,40.0,1.0,19.0
73927,9600000,68.3,3.0,1.0
73928,103000000,90.0,3.0,5.0
73929,10200000,80.0,3.0,16.0
73930,8350000,67.0,3.0,1.0
73931,20700000,75.0,3.0,3.0
73932,14500000,58.8,3.0,5.0
73933,6600000,36.2,1.0,6.0
73934,14250000,59.0,3.0,7.0
73935,9179138,30.6,1.0,10.0
73936,19514956,43.0,1.0,30.0
73937,13000000,68.0,3.0,1.0
73938,9900000,37.4,1.0,14.0
73939,26049222,65.0,2.0,17.0
73940,19000000,91.8,3.0,17.0
73941,16400000,37.5,1.0,6.0
73942,8650000,39.0,1.0,7.0
73943,33139596,108.0,4.0,14.0
73945,108845280,124.0,5.0,23.0
73946,60000000,115.0,4.0,2.0
73947,9650000,37.6,1.0,2.0
73948,13800000,41.0,2.0,1.0
73949,10300000,55.0,2.0,16.0
73951,70395000,148.2,5.0,4.0
73952,16750000,64.7,3.0,6.0
73953,11021500,32.9,1.0,24.0
73954,15750000,59.5,3.0,2.0
73955,6500000,37.8,1.0,4.0
73956,12500000,34.0,1.0,2.0
73958,12513600,39.6,1.0,5.0
73959,80000000,115.0,3.0,7.0
73960,20850000,61.0,3.0,3.0
73961,27000000,65.2,2.0,1.0
73962,26586240,45.4,1.0,22.0
73963,6800000,35.0,1.0,12.0
73964,17960182,38.0,2.0,7.0
73965,5738720,27.59,1.0,10.0
73966,36061562,84.82,3.0,33.0
73967,60000000,89.7,3.0,2.0
73968,10700000,45.7,2.0,6.0
73969,12500000,51.0,2.0,6.0
73970,10300000,43.7,2.0,3.0
73971,11840340,46.27,2.0,24.0
73972,6100000,31.7,1.0,4.0
73973,22000000,90.0,4.0,8.0
73974,130000000,145.0,4.0,21.0
73975,26000000,59.0,1.0,23.0
73976,21385000,47.0,2.0,6.0
73978,66000000,83.0,3.0,5.0
73979,23733097,66.2,2.0,9.0
73980,15800000,78.6,2.0,1.0
73981,9639660,38.46,1.0,15.0
73982,55000000,118.8,3.0,13.0
73983,38000000,55.2,1.0,2.0
73984,20900000,35.2,1.0,12.0
73985,12990000,39.8,1.0,14.0
73986,7300000,36.0,1.0,3.0
73987,46500000,119.1,3.0,19.0
73988,12300000,51.5,2.0,9.0
73989,30000000,95.0,3.0,31.0
73990,18500000,62.8,4.0,2.0
73991,15000000,54.0,2.0,7.0
73992,7893359,23.9,1.0,3.0
73993,9709484,36.0,1.0,4.0
73994,21350000,75.4,3.0,1.0
73995,16837120,50.0,1.0,11.0
73996,10900000,65.0,3.0,6.0
73997,33045872,77.92,4.0,7.0
73998,205000000,234.3,4.0,3.0
73999,16499999,70.0,2.0,7.0
74000,14000000,65.0,2.0,25.0
74001,18000000,96.0,4.0,8.0
74002,17109764,83.0,4.0,10.0
74003,10450000,57.9,2.0,5.0
74004,24500000,42.0,1.0,2.0
74005,8400000,55.0,2.0,13.0
74007,29888566,78.36,3.0,4.0
74008,10300000,34.2,1.0,1.0
74009,14200000,34.6,1.0,2.0
74010,122000000,205.0,5.0,24.0
74011,18118900,88.6,3.0,7.0
74012,10600000,56.0,2.0,4.0
74013,107835200,111.4,2.0,3.0
74014,26000000,58.0,2.0,11.0
74015,16600000,52.0,2.0,9.0
74016,17000000,50.9,2.0,15.0
74017,12800000,53.0,2.0,3.0
74018,12300000,40.0,1.0,9.0
74019,7400000,25.0,1.0,12.0
74020,10999000,48.1,2.0,9.0
74021,44082052,82.0,2.0,9.0
74022,6700000,36.0,1.0,8.0
74023,42640000,104.0,3.0,21.0
74024,24500000,77.0,3.0,24.0
74025,17600000,73.0,3.0,7.0
74026,70576599,106.83,4.0,9.0
74027,6500000,45.0,1.0,13.0
74028,60000000,163.8,3.0,6.0
74029,6300000,39.9,1.0,9.0
74030,7345587,33.86,2.0,8.0
74031,11700000,40.0,1.0,3.0
74033,57500000,98.0,3.0,16.0
74034,53251900,84.5,3.0,10.0
74035,7047413,35.29,1.0,8.0
74036,6400000,35.4,1.0,4.0
74037,14500000,43.5,1.0,9.0
74038,6400000,35.0,1.0,4.0
74039,65479050,152.1,4.0,23.0
74040,16296414,65.0,2.0,24.0
74041,12300000,47.1,2.0,2.0
74042,8350000,34.8,1.0,9.0
74043,14276180,62.0,3.0,11.0
74044,7095060,18.77,1.0,22.0
74045,19000000,78.3,2.0,4.0
74046,32996250,90.7,4.0,37.0
74047,17683761,37.5,2.0,21.0
74048,30800000,51.5,1.0,2.0
74049,15400000,46.4,2.0,3.0
74050,14934794,51.67,2.0,7.0
74051,9780000,36.6,1.0,14.0
74052,98000000,111.0,3.0,3.0
74053,94000000,96.0,3.0,54.0
74054,8700000,37.6,1.0,3.0
74055,63000000,111.3,4.0,30.0
74056,17000000,74.1,3.0,10.0
74057,21500000,55.4,2.0,4.0
74058,13500000,40.0,1.0,5.0
74059,23900000,91.2,3.0,25.0
74060,5490000,30.3,1.0,1.0
74061,26000000,40.5,1.0,9.0
74062,7800000,54.0,2.0,3.0
74063,26645382,83.2,3.0,13.0
74064,12990000,39.2,1.0,4.0
74065,54988000,246.4,5.0,18.0
74066,28800000,102.3,3.0,8.0
74067,16990000,40.0,1.0,4.0
74068,150000000,236.0,4.0,9.0
74069,15317200,51.4,1.0,4.0
74070,25300000,76.5,3.0,2.0
74071,9900000,33.0,1.0,3.0
74072,13800000,80.1,2.0,4.0
74073,6500000,32.6,1.0,1.0
74074,7700000,38.7,1.0,25.0
74075,25000000,81.0,4.0,10.0
74076,13200000,50.0,2.0,1.0
74077,11500000,73.6,3.0,10.0
74078,9890000,42.2,1.0,13.0
74079,22600000,60.0,2.0,15.0
74080,14623653,61.99,3.0,23.0
74081,29900000,70.0,3.0,5.0
74082,6400000,38.0,1.0,3.0
74084,17700000,41.0,1.0,21.0
74085,7748528,30.3,1.0,8.0
74086,21000000,97.2,4.0,4.0
74087,40189241,66.8,2.0,11.0
74088,24194620,70.6,2.0,19.0
74089,13445064,41.4,1.0,16.0
74090,12000000,34.5,1.0,14.0
74091,17500000,77.5,2.0,1.0
74092,8490000,47.5,2.0,4.0
74093,7990000,48.0,2.0,16.0
74095,20300000,56.5,3.0,8.0
74096,8500000,37.0,1.0,3.0
74097,7602617,36.6,2.0,7.0
74098,7000000,36.3,1.0,2.0
74099,11900000,77.6,3.0,1.0
74100,6320320,43.51,2.0,10.0
74101,19800000,40.9,1.0,5.0
74102,19000000,90.1,4.0,2.0
74103,12500000,75.8,3.0,17.0
74104,15054038,44.5,1.0,22.0
74105,52037828,138.2,4.0,19.0
74106,17809092,38.7,1.0,10.0
74107,26358781,76.0,3.0,32.0
74108,6500000,31.2,1.0,5.0
74109,10550000,65.0,2.0,9.0
74110,24499999,47.0,2.0,9.0
74111,13412976,50.0,2.0,21.0
74112,12500000,38.0,2.0,10.0
74113,9150515,37.6,1.0,13.0
74114,19617196,46.0,1.0,4.0
74115,5939704,42.5,2.0,5.0
74116,14000000,84.0,3.0,8.0
74117,22000000,85.0,3.0,13.0
74119,19783908,85.0,3.0,9.0
74120,8700000,39.9,1.0,2.0
74121,8999000,20.0,1.0,2.0
74122,104000000,127.0,3.0,2.0
74123,14350000,50.5,2.0,8.0
74124,8350000,50.0,2.0,1.0
74125,12300000,37.8,1.0,16.0
74126,16834896,60.0,2.0,7.0
74127,9700000,41.0,2.0,4.0
74128,25000000,100.0,4.0,6.0
74129,12100000,61.1,2.0,5.0
74131,10000000,39.3,1.0,2.0
74132,6500000,36.0,2.0,16.0
74133,7061481,24.79,1.0,13.0
74134,28890000,61.4,2.0,4.0
74135,75000000,76.61,2.0,9.0
74137,14000000,71.0,2.0,9.0
74138,19000000,52.0,2.0,27.0
74139,8550000,57.4,2.0,3.0
74140,21500000,83.5,3.0,8.0
74141,8100000,35.0,1.0,10.0
74142,17450000,36.0,1.0,12.0
74143,6090000,41.0,1.0,9.0
74144,22101438,40.0,2.0,37.0
74145,7781801,40.65,1.0,1.0
74146,6195000,31.0,1.0,7.0
74147,31892520,41.9,1.0,5.0
74148,25700000,76.0,3.0,21.0
74149,11500000,51.0,2.0,12.0
74150,9500000,35.6,1.0,5.0
74151,7999000,35.0,1.0,4.0
74152,26100000,57.0,2.0,4.0
74153,12990000,38.5,1.0,12.0
74154,20599000,62.2,2.0,9.0
74155,11380000,37.0,1.0,2.0
74156,6600000,35.0,1.0,11.0
74157,9700000,43.0,2.0,2.0
74158,25000000,70.0,1.0,5.0
74159,59990000,150.0,5.0,3.0
74160,7700000,29.5,1.0,3.0
74162,3838376,22.3,1.0,2.0
74163,11100000,62.0,2.0,2.0
74164,13500000,41.0,1.0,8.0
74165,23900000,58.0,2.0,21.0
74166,30246111,221.1,4.0,1.0
74167,12300000,66.5,2.0,3.0
74168,33700000,101.2,4.0,14.0
74169,8100000,40.0,2.0,13.0
74170,21601343,42.1,1.0,9.0
74171,51600582,106.6,3.0,3.0
74172,16300000,40.0,1.0,2.0
74173,15900000,64.0,2.0,14.0
74174,14490000,42.0,2.0,1.0
74175,31978048,69.0,3.0,23.0
74176,31950000,125.0,4.0,11.0
74177,11826000,54.0,2.0,13.0
74178,59550000,119.5,4.0,8.0
74179,6641913,24.0,1.0,11.0
